FileName,NWorksheets,NFunctions,NUniqueFunctions,Ncells,NNonEmptyCells,Nformulas,NUniqueFormulas,NRelatedWorksheets,NErrorCells,NNamedRanges,NUDFs, NFormulasReferring,NFormulasReferred,NFormulasOnce,NFormulasMore,NFormulasMost,NFunctionUsingList9
john_lavorato__16475__alberta40117.xls,7,113,19,59486,59411,16463,90,7,5,4,0,87,86,43,55,1920,4
john_lavorato__16476__Schedule C NA.xls,1,6,3,288,279,13,6,0,0,0,0,6,5,4,2,7,0
john_lavorato__16477__Schedule B Gas.xls,1,1,1,39,39,1,1,0,0,0,0,1,0,1,0,1,0
john_lavorato__16478__Schedule B Power.xls,1,1,1,18,18,1,1,0,0,0,0,1,0,1,0,1,0
john_lavorato__16479__Historicals by Field.xls,7,0,0,28860,28860,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16480__Historicals by Field.xls,7,0,0,26757,26757,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16481__DPR 0118.xls,1,0,0,257,257,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16482__Volumes_011801.xls,1,0,0,556,556,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16483__Curves 01_18_01.xls,1,3,2,1355,1355,19,4,0,0,0,0,4,3,0,4,8,0
john_lavorato__16484__Brazil Power Daily 01172001.xls,5,148,11,3837,3657,765,140,2,0,0,0,97,148,96,98,94,1
john_lavorato__16485__Balance of Energy.xls,2,24,6,714,714,168,22,1,0,0,0,11,12,11,11,81,1
john_lavorato__16486__book01192001.xls,7,31,5,199101,199099,193,19,1,0,0,0,19,20,7,12,92,0
john_lavorato__16488__TTsupervisors.xls,3,0,0,104,104,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16489__Graphs.xls,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16490__CGA Western Storage Reconcilliation.xls,3,5,3,227,227,30,10,0,0,0,0,5,10,0,10,3,0
john_lavorato__16491__eesbid2.xls,2,15,3,584,570,17,11,0,0,0,0,11,27,8,4,5,0
john_lavorato__16493__Lavo reports.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_lavorato__16495__Comp-Lavorato.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_lavorato__16496__OGC Cheques - 2000.xls,32,1,1,4400,4397,1,1,0,0,0,0,1,0,1,0,1,0
john_lavorato__16497__OGC - Individual.xls,2,0,0,116,116,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16498__blue range.xls,3,21,6,277,267,36,27,0,0,0,0,27,30,22,8,4,0
john_lavorato__16499__pjm2.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_lavorato__16500__West position.xls,3,17,3,2911,2911,192,18,1,0,0,0,6,9,2,18,28,0
john_lavorato__16501__west prices.xls,5,144,3,6991,6991,193,159,2,0,1,0,158,19,143,16,12,0
john_lavorato__16502__Pwr west P&L.xls,1,0,0,249,249,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16503__FundTrades.xls,6,15,4,5120,5057,72,19,4,0,0,0,19,29,11,9,32,0
john_lavorato__16504__FundTrades.xls,6,14,4,4614,4560,55,18,4,0,0,0,18,27,11,8,20,0
john_lavorato__16507__DPR 0627.xls,1,16,4,264,258,150,24,0,0,0,0,13,16,0,30,13,0
john_lavorato__16508__List of Deals.xls,2,8,3,13656,13656,1008,8,0,0,0,0,1,1,4,4,945,0
john_lavorato__16513__staffing.xls,3,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16517__paymentsnow.xls,3,0,0,104,104,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16519__paymentsnow.xls,3,2,2,287,286,3,2,0,0,0,0,2,2,1,1,2,0
john_lavorato__16521__paymentsnow.xls,3,2,2,366,362,20,2,0,0,0,0,2,2,1,1,19,0
john_lavorato__16523__paymentsnow.xls,3,4,3,522,518,24,5,0,0,0,0,5,5,3,2,19,0
john_lavorato__16525__bonusesaa.xls,3,1,1,216,216,1,1,0,0,0,0,1,0,1,0,1,0
john_lavorato__16530__EA Asset List.xls,3,5,3,456,456,7,2,0,0,0,0,0,4,1,1,6,1
john_lavorato__16532__Turbine Position Report 111601.xls,5,256,7,5768,5743,631,271,7,0,0,0,244,243,180,118,26,1
john_lavorato__16534__PPAVAL1121.xls,3,5,1,267,267,5,5,0,0,0,0,5,6,5,0,1,0
john_lavorato__16536__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_lavorato__16538__EAm Comm  AA - Trading-ranking.xls,3,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16540__112601cash.xls,3,1,1,123,123,1,1,0,0,0,0,1,0,1,0,1,0
john_lavorato__16542__West Positions_Report_112601 EWS.xls,3,101,6,6633,6577,613,112,2,0,0,0,111,205,31,82,26,0
john_lavorato__16544__Inc Statements 1992 - 2001.xls,3,1,1,68,68,2,1,0,0,0,0,1,2,0,1,2,0
john_lavorato__16545__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_lavorato__16546__pdxaa1.xls,3,0,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16547__TradeCountsByCp_11_07_2001.xls,1,0,0,2873,2873,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16549__LAVO PL_nov7.xls,1,6,4,83,83,12,5,0,0,0,0,5,7,0,5,4,0
john_lavorato__16551__Turbine Position Report 110201.xls,5,243,7,5706,5681,590,256,7,0,0,0,229,222,182,90,26,1
john_lavorato__16553__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_lavorato__16557__jes_swapcosupportpeople_111201.xls,3,0,0,349,349,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16558__East Schedule C LCRA 9-30-00.xls,1,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16560__Revised 2002 Consol Plan Review Template.xls,4,41,3,2400,2363,370,44,0,0,0,0,26,36,17,29,43,0
john_lavorato__16562__TradeCountsByCp_11_12_2001.xls,1,0,0,2720,2720,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16564__NFL Bets.xls,2,12,4,788,774,71,21,1,0,0,0,21,20,12,14,23,0
john_lavorato__16566__EESPosition_11-12-2001_Summary.xls,3,0,0,1166,1166,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16570__Technical.xls,3,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16574__1_MarkComparison.xls,1,0,0,1719,1719,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16576__LAVO P&L_nov15.xls,1,30,5,106,106,35,24,0,0,0,0,17,21,17,7,6,0
john_lavorato__16578__PPAVAL1116.xls,3,5,1,267,267,5,5,0,0,0,0,5,6,5,0,1,0
john_lavorato__16582__fallon.xls,3,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16584__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_lavorato__16586__North America.xls,1,0,0,315,315,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16588__West Positions_Report_112001 EES Richter.xls,3,101,6,6633,6577,613,112,2,0,0,0,111,205,31,82,26,0
john_lavorato__16590__North America.xls,1,0,0,330,330,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16592__EWS Physical Asset Verification.xls,1,0,0,1701,1701,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16594__Top 100 Exposures 101901.xls,1,0,0,1552,1552,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16595__Turbine Position Report 101901.xls,6,805,7,23905,23879,1574,830,9,0,0,0,801,523,728,124,64,1
john_lavorato__16596__OctoberTradeCounts.xls,1,0,0,1400,1400,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16597__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_lavorato__16598__West NatGas Prices 10221.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_lavorato__16599__WESTminusPA.xls,6,43,21,50213,50133,312,45,2,0,0,0,35,53,27,19,100,3
john_lavorato__16601__OctoberTradeCounts.xls,1,0,0,1425,1425,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16602__Positions.xls,1,0,0,3132,3132,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16603__BE report3 - Oct.26.xls,3,8,3,252,252,44,9,0,0,0,0,9,23,4,5,16,0
john_lavorato__16604__Interviewer List 10.08.01.xls,3,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16605__NEPCO Projects.xls,3,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16606__NEPCO Projects (updated).xls,3,0,0,104,104,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16607__Cash Analysis.xls,3,17,7,139125,139125,13556,9,0,0,0,0,9,18,4,7,13320,1
john_lavorato__16608__NFL Bets.xls,3,14,4,581,566,54,20,1,0,0,0,20,21,9,14,8,0
john_lavorato__16611__Full Schedule of Candidates 10.29.01.xls,3,0,0,233,233,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16612__2002 Consol Plan Review Template.xls,4,39,3,1556,1515,226,43,0,0,0,0,23,30,19,24,17,0
john_lavorato__16613__2002 Consol Plan Review Template-revised.xls,4,39,3,1560,1519,226,43,0,0,0,0,23,30,19,24,17,0
john_lavorato__16615__ECS 6th Floor Seating 090401.xls,3,0,0,137,137,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16616__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_lavorato__16617__ENA Participation.xls,1,0,0,96,96,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16618__bonus.xls,3,12,5,394,369,21,12,0,0,0,0,2,4,11,1,10,1
john_lavorato__16619__Concerned Cps.xls,3,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0
john_lavorato__16687__Client.xls,3,37,6,790,790,201,27,0,0,0,0,27,40,10,19,48,1
john_zufferli__16692__LavoSummary.xls,3,4,1,389,389,4,4,0,0,0,0,4,5,4,0,1,0
john_zufferli__16693__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16695__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16696__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16697__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16699__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16701__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16702__2QYTD Orig2.xls,15,358,6,163326,163295,905,341,1,0,0,0,266,61,263,78,50,0
john_zufferli__16703__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16704__AA Recruiting 2001.xls,3,0,0,205,205,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16705__Sisson Casion Deal Calculation.xls,1,1,1,831,831,3,2,0,0,0,0,2,3,1,1,2,0
john_zufferli__16706__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16707__EOLTrades.xls,3,2,2,51,51,4,2,0,0,0,0,2,2,1,1,3,0
john_zufferli__16708__EOLTrades.xls,3,2,2,51,51,4,2,0,0,0,0,2,2,1,1,3,0
john_zufferli__16709__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16710__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16711__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16712__EOLTrades.xls,4,2,2,73,73,4,2,0,0,0,0,2,2,1,1,3,0
john_zufferli__16714__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16715__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16716__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16717__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16718__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16719__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16720__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16721__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16722__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16723__Canada Positions(09.11.01).xls,2,22,4,1285,1284,41,22,1,0,0,0,22,22,12,14,9,0
john_zufferli__16724__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16725__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16726__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16727__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16728__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16729__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16730__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16731__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16733__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16734__Tolling Inputs 10-23.xls,3,0,0,104,104,4,4,0,0,0,0,0,0,4,0,1,0
john_zufferli__16736__HedgeSummary.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16737__ALBERTASUM1025.xls,8,244,16,30983,30391,6129,188,10,2,0,0,181,470,50,162,720,1
john_zufferli__16738__EOLTrades.xls,4,2,2,87,87,4,2,0,0,0,0,2,2,1,1,3,0
john_zufferli__16746__EOL_Enpower_deals.xls,2,15,9,18947,18922,58,8,0,0,0,0,5,8,4,5,44,2
john_zufferli__16749__Retention 2001.xls,3,2,1,79,77,2,2,0,0,0,0,2,0,2,0,1,0
john_zufferli__16750__Nov29Positions_woSundance.xls,5,15,4,6175,6174,1108,11,4,0,0,0,11,18,2,9,221,1
john_zufferli__16752__OCTEOL.xls,1,6,5,3883,3882,12,4,0,0,0,0,3,6,0,4,3,1
john_zufferli__16753__Can Gas Stack  Website for New Version 121901.xls,2,0,0,491,491,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16754__Can PWR Stack  Website for New Version 122001.xls,2,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16757__AlbertaPowerCurve1031.xls,1,0,0,10853,10853,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16758__Fernie.xls,3,14,5,506,425,58,13,0,0,0,0,13,22,9,7,28,0
john_zufferli__16759__Direct Sales for Zufferli.xls,3,8,2,2396,2396,140,14,2,0,0,0,14,12,6,8,60,0
john_zufferli__16760__EOLProductsatNetco.xls,2,0,0,140,140,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16761__positionsummary.xls,4,79,6,14942,14941,4816,151,5,1,0,0,129,103,73,102,176,0
john_zufferli__16762__EOLProductsatNetco.xls,2,0,0,140,140,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16765__VarLimits.xls,3,0,0,279,279,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16766__VarLimits.xls,3,0,0,1139,1139,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16767__VarLimits.xls,3,0,0,1195,1195,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16768__Feb4_POS_bycp.xls,1,0,0,1953,1953,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16769__positionsummary.xls,4,76,6,14907,14894,3924,145,5,0,0,0,125,102,73,96,176,0
john_zufferli__16770__VarLimits.xls,3,0,0,1195,1195,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16771__Book2.xls,3,0,0,496,496,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16772__marks.xls,3,6,4,141,129,31,5,0,0,0,0,5,7,0,5,11,0
john_zufferli__16780__Direct Sales for Zufferli.xls,3,8,2,2396,2396,152,14,2,0,0,0,14,12,6,8,60,0
john_zufferli__16781__marks.xls,3,6,4,143,131,31,5,0,0,0,0,5,7,0,5,11,0
john_zufferli__16782__marks.xls,3,6,4,143,131,31,5,0,0,0,0,5,7,0,5,11,0
john_zufferli__16783__marks.xls,3,6,4,143,131,31,5,0,0,0,0,5,7,0,5,11,0
john_zufferli__16784__marks.xls,3,6,4,143,131,31,5,0,0,0,0,5,7,0,5,11,0
john_zufferli__16786__marks.xls,3,6,4,143,131,31,5,0,0,0,0,5,7,0,5,11,0
john_zufferli__16790__marks.xls,3,6,4,143,131,31,5,0,0,0,0,5,7,0,5,11,0
john_zufferli__16791__marks.xls,3,6,4,143,131,31,5,0,0,0,0,5,7,0,5,11,0
john_zufferli__16797__Book2.xls,3,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16801__marks.xls,3,6,4,148,136,31,5,0,1,0,0,5,7,0,5,11,0
john_zufferli__16803__marks.xls,3,6,4,146,134,31,5,0,1,0,0,5,7,0,5,11,0
john_zufferli__16804__marks.xls,3,6,4,143,131,31,5,0,0,0,0,5,7,0,5,11,0
john_zufferli__16805__marks.xls,3,6,4,143,131,31,5,0,0,0,0,5,7,0,5,11,0
john_zufferli__16806__marks.xls,3,6,4,143,131,31,5,0,0,0,0,5,7,0,5,11,0
john_zufferli__16807__Enron Direct Sales Contracts Effective Jan 1 2002.xls,1,0,0,297,297,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16808__December SD3 and SD4.xls,3,38,5,5738,5736,82,23,0,0,0,0,22,21,18,8,28,0
john_zufferli__16809__ECP- direct sale detail1.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
john_zufferli__16810__QuickINFO.xls,5,1,1,1962,1962,4,1,0,0,0,0,1,0,0,1,4,0
john_zufferli__16811__Enron Security Calculation 2002.xls,3,25,4,2445,2445,171,25,2,0,0,0,23,26,11,16,60,0
john_zufferli__16813__Enron Security Jan 29 2002.xls,1,7,3,70,70,16,4,0,0,0,0,4,7,0,4,4,0
john_zufferli__16817__UBSWEnergyPriority1.xls,1,0,0,1303,1303,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16819__md.xls,2,0,0,336,336,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16820__AllPosJan15.xls,1,5,3,8160,8157,2688,19,0,1,0,0,7,3,0,19,158,0
john_zufferli__16821__Can Gas Stack & Website for New Version 121901.xls,2,0,0,501,501,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16822__Can PWR Stack & Website for New Version 122001.xls,2,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16824__Top 100 List For Commercial Calls- revised.xls,3,0,0,32120,32120,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16827__ENA DPR shell draft.xls,3,8,2,496,496,75,8,0,0,0,0,8,8,0,8,15,0
john_zufferli__16828__jan 23 unofficialized-REVISED.xls,1,0,0,411,411,0,0,0,0,0,0,0,0,0,0,0,0
john_zufferli__16830__PosSummary.xls,3,0,0,8157,8157,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_mckay__16831__Trader Matrix.xls,3,0,0,134,134,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_mckay__16832__Trading List.xls,4,0,0,1306,1306,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_mckay__16833__ T&E form.xls,6,46,4,1177,1031,123,37,3,0,6,0,15,21,25,16,51,2
jonathan_mckay__16834__Wire Request Form.xls,1,2,1,84,80,2,2,0,0,0,0,2,5,2,0,1,0
jonathan_mckay__16835__AP_Coding _Sheet.xls,2,0,0,189,189,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_mckay__16836__Trading list 021902.xls,3,0,0,232,232,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_mckay__16838__Trading list 022102.xls,3,0,0,237,237,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_mckay__16839__Trading list 022502.xls,3,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_mckay__16840__Estate_Time Sheet.xls,1,3,1,176,119,26,3,0,0,0,0,3,1,1,2,17,0
jonathan_mckay__16841__Trading list 022602.xls,3,0,0,219,219,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_mckay__16842__NYMarket0103.xls,9,228,11,196127,196070,17118,203,10,10,0,0,191,404,87,337,701,1
jonathan_mckay__16843__NYMarket0104.xls,9,229,11,196127,196070,17119,204,10,10,0,0,192,405,87,339,701,1
jonathan_mckay__16844__NYMarket0107.xls,9,230,11,196127,196070,17123,205,10,10,0,0,193,406,88,340,701,1
jonathan_mckay__16845__NYMarket0108.xls,9,231,11,196127,196070,17123,206,10,10,0,0,194,407,87,340,701,1
jonathan_mckay__16846__NYMarket0109.xls,9,232,11,196127,196070,17123,207,10,10,0,0,195,408,89,339,701,1
jonathan_mckay__16854__NYMarket0110.xls,9,232,11,196127,196070,17128,207,10,10,0,0,195,408,88,340,701,1
jonathan_mckay__16855__NYMarket0111.xls,9,231,11,196127,196070,17128,206,10,10,0,0,194,407,87,340,701,1
jonathan_mckay__16856__NYMarket0114.xls,9,233,11,196127,196070,17128,208,10,10,0,0,196,409,90,339,701,1
jonathan_mckay__16857__NYMarket0115.xls,9,233,11,196127,196070,17129,208,10,10,0,0,196,409,89,340,701,1
jonathan_mckay__16858__NYMarket0116.xls,9,234,11,196127,196070,17129,209,10,10,0,0,197,410,91,339,701,1
jonathan_mckay__16859__NYMarket0117.xls,9,234,11,196127,196070,17132,209,10,10,0,0,197,410,90,341,701,1
jonathan_mckay__16860__NYMarket0118.xls,9,235,11,196127,196070,17132,210,10,10,0,0,198,411,92,340,701,1
jonathan_mckay__16861__NYMarket0122.xls,9,234,11,196127,196070,17135,209,10,10,0,0,197,410,91,342,701,1
jonathan_mckay__16886__BASIS SPREADSHEET.xls,1,12,4,2723,2723,17,7,0,0,0,0,7,9,1,6,4,0
jonathan_mckay__16887__New Curvefetch.xls,2,6,6,19293,19293,1,1,0,0,0,0,1,2,1,0,1,0
jonathan_mckay__16888__TCOBasis.xls,3,0,0,314,314,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_mckay__16889__TCOGDBasis.xls,4,1,1,4442,4442,1,1,0,0,0,0,1,2,1,0,1,0
jonathan_mckay__16890__Trdg Quote - Bentall.xls,3,1,1,42,42,1,1,0,0,0,0,1,0,1,0,1,0
jonathan_mckay__16891__Trdg Quote - Hyatt.xls,3,1,1,42,42,1,1,0,0,0,0,1,0,1,0,1,0
jonathan_mckay__16892__Trdg Quote - SMED.xls,3,1,1,42,42,1,1,0,0,0,0,1,0,1,0,1,0
jonathan_mckay__16893__Rate 11 Balancing - John McKay.xls,3,173,13,206279,206273,689,138,0,0,0,0,138,164,95,63,37,1
jonathan_mckay__16894__consumptions-Sheraton Eau Claire.xls,3,3,3,59,59,2,2,0,0,0,0,2,2,2,0,1,0
jonathan_mckay__16895__consumptions-Sheraton Eau Claire.xls,3,3,3,58,58,2,2,0,0,0,0,2,2,2,0,1,0
jonathan_mckay__16896__QuantoMC.xls,1,65,14,2108,2075,107,23,0,0,0,0,21,33,13,12,31,0
jonathan_mckay__16897__Hyatt price May 24.xls,3,1,1,43,43,1,1,0,0,0,0,1,0,1,0,1,0
jonathan_mckay__16898__Paradise Hill Farm Inc..xls,1,12,9,144,144,16,8,0,0,0,0,7,10,6,2,5,1
jonathan_mckay__16899__Paradise Hill Farm Inc..xls,2,18,9,293,293,24,12,0,0,0,0,11,13,9,3,5,1
jonathan_mckay__16900__Area Managers.xls,20,73,9,2611,2610,151,67,0,0,0,0,65,53,46,21,5,1
jonathan_mckay__16901__Telus Convention.xls,1,12,9,144,144,16,8,0,0,0,0,7,10,6,2,5,1
jonathan_mckay__16902__EnronDirect Deal Sheet-Area Managers.xls,21,121,9,3069,3069,161,81,0,0,0,0,80,64,61,20,5,1
jonathan_mckay__16903__Trdg Quote - Foothills June 11.xls,3,4,3,70,70,5,3,0,0,0,0,3,2,2,1,3,0
jonathan_mckay__16904__Point on the Bow.xls,1,12,9,147,147,16,8,0,0,0,0,7,10,6,2,5,1
jonathan_mckay__16905__Point on the Bow - Trading.xls,2,18,9,294,294,24,12,0,0,0,0,11,13,9,3,5,1
jonathan_mckay__16906__Soccerdome.xls,1,12,9,144,143,16,8,0,0,0,0,7,10,6,2,5,1
jonathan_mckay__16907__Telus Convention Centre.xls,1,12,9,144,143,16,8,0,0,0,0,7,10,6,2,5,1
jonathan_mckay__16908__Telus Convention Centre.xls,1,12,9,144,143,16,8,0,0,0,0,7,10,6,2,5,1
jonathan_mckay__16909__Lindsay Park.xls,1,12,9,145,145,16,8,0,0,0,0,7,10,6,2,5,1
jonathan_mckay__16910__Hillsboro Enterprises.xls,1,12,9,143,143,16,8,0,0,0,0,7,10,6,2,5,1
jonathan_mckay__16911__Telus Convention Centre3.xls,1,12,9,146,146,16,8,0,0,0,0,7,10,6,2,5,1
jonathan_mckay__16912__Lindsay.xls,1,9,8,157,145,12,6,0,0,0,0,6,6,4,2,6,0
jonathan_mckay__16914__Lindsay- Buy.xls,2,15,8,320,296,21,10,0,0,0,0,10,9,7,3,6,0
jonathan_mckay__16915__SMED - Buy.xls,1,9,8,159,147,12,6,0,0,0,0,6,6,4,2,6,0
jonathan_mckay__16916__CODA - Sell.xls,1,9,8,158,144,12,6,0,0,0,0,6,6,4,2,6,0
jonathan_mckay__16917__C.E.P. Automotive Ltd..xls,2,30,8,335,334,43,22,0,0,0,0,22,23,15,7,6,0
jonathan_mckay__16918__CODA - Buy.xls,1,24,8,213,200,35,18,0,0,0,0,18,20,13,5,8,0
jonathan_mckay__16919__Forzani - sell.xls,1,9,8,158,158,12,6,0,0,0,0,6,6,4,2,6,0
jonathan_mckay__16920__The Forzani Group-Sell.xls,1,9,8,146,146,12,6,0,0,0,0,6,6,4,2,6,0
jonathan_mckay__16921__Frank Sissons Buy.xls,1,19,8,185,184,25,14,0,0,0,0,14,13,11,3,6,0
jonathan_mckay__16922__Sierras West - Buy1.xls,1,9,8,159,147,11,6,0,0,0,0,6,6,5,1,6,0
jonathan_mckay__16923__Sierras West - Buy1.xls,1,9,8,160,148,11,6,0,0,0,0,6,6,5,1,6,0
jonathan_mckay__16924__Sierras West - Buy.xls,1,9,8,157,143,12,6,0,0,0,0,6,6,4,2,6,0
jonathan_mckay__16926__Area Managers.xls,21,76,9,2743,2742,158,70,0,0,0,0,68,55,48,22,5,1
jonathan_mckay__16927__grandview buy.xls,1,13,8,137,136,12,7,0,0,0,0,7,6,5,2,5,0
jonathan_mckay__16928__Haul-All Equip Buy.xls,1,12,7,160,148,12,7,0,0,0,0,7,7,6,1,6,0
jonathan_mckay__16929__grandview buy.xls,1,13,8,137,136,12,7,0,0,0,0,7,6,5,2,5,0
jonathan_mckay__16930__Haul-All Buy2 Template.xls,1,20,7,160,148,17,9,0,0,0,0,9,11,7,2,6,0
jonathan_mckay__16931__Calgary Flames - Sell.xls,1,9,8,159,146,12,6,0,0,0,0,6,6,4,2,6,0
