Row Labels, NWorksheets, NFormulas, NRelatedWorksheets, NErrorCells, NNamedRanges, NFormulasReferring, NFormulasReferred, NFormulasOnce, NFormulasMore, NFormulasMost, NFunctions, NUDF, NFunctionsUsingList9
"132345_Daily_Online_Analysis Dec 8, 2010.xls",19,108,0,0,0,14,17,6,8,63,13,0,0
"132347_Daily_Online_Analysis Dec 7, 2010.xls",19,166,0,0,0,16,21,6,10,88,15,0,0
"132348_Daily_Online_Analysis Dec 22, 2010.xls",6,74,0,0,0,3,5,1,2,63,3,0,0
"132350_Daily_Online_Analysis Feb 2, 2011.xls",7,79,0,0,0,5,9,3,2,66,5,0,0
132351_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132352_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132354_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132357_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132358_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132359_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132360_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132368_Taskings.xlsx,12,0,0,0,0,0,0,0,0,0,0,0,0
132382_11.14 MMertz Time Sheet.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
132383_OpCenter Schedule.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132391_PR Report Q3.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
1324_Customer Service Daily report  October.xls,18,3865,17,0,0,937,882,212,745,67,931,0,0
132403_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132404_PR Report Q2.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132410_PR Report - Q2 2011-4.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132411_Daily_Online_Analysis Jun 7, 2011.xls",7,92,0,0,0,6,11,2,4,70,6,0,0
132415_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132433_Daily_Online_Analysis Jan 24, 2011.xls",7,87,0,0,0,10,15,6,4,63,10,0,0
132435_SSSI Nov. 9.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
132438_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132439_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132445_SSSI - November 20th, 2010.xls",1,0,0,0,0,0,0,0,0,0,0,0,0
132447_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132448_Daily_Online_Analysis Dec 2, 2010.xls",19,3046,0,0,0,21,30,6,15,507,20,0,0
"132449_Daily_Online_Analysis Dec 9, 2010.xls",19,108,0,0,0,14,17,6,8,63,13,0,0
"132450_Daily_Online_Analysis Jan 10, 2011.xls",6,87,0,0,0,10,15,6,4,63,10,0,0
"132453_SSSI - November 17th, 2010.xls",1,0,0,0,0,0,0,0,0,0,0,0,0
132454_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132455_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132456_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132460_Daily_Online_Analysis Jan 12, 2011.xls",6,91,0,0,0,10,15,6,4,63,10,0,0
132470_111018-private sector funding by type - 2011 q1.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
132475_11.25 - 12.12 MMertz Time Sheet.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
"132477_Daily_Online_Analysis Feb 11 - 13, 2011.xls",7,83,0,0,0,5,9,1,4,66,5,0,0
"132478_Daily_Online_Analysis Jan 18, 2011.xls",7,89,0,0,0,10,15,6,4,63,10,0,0
132486_OpCenter Schedule.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132488_110214-money supplies from 2000.xlsx,2,531,0,0,0,3,5,0,3,395,3,0,0
132493_opscentersched.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132494_Daily_Online_Analysis Jan 11, 2011.xls",6,89,0,0,0,10,15,6,4,63,10,0,0
"132495_Daily_Online_Analysis Jan 14 - 16, 2011.xls",7,85,0,0,0,10,15,6,4,63,10,0,0
"132496_Daily_Online_Analysis Feb 25 - 27, 2011.xls",7,83,0,0,0,5,9,1,4,66,5,0,0
"132497_Daily_Online_Analysis Feb 14, 2011.xls",7,4886,0,0,0,15,24,1,14,642,15,0,0
"132502_Daily_Online_Analysis Feb 22, 2011.xls",7,4990,0,0,0,15,24,1,14,658,15,0,0
132525_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132532_OpCenter Schedule.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132534_Daily_Online_Analysis Feb 18 - 20, 2011.xls",7,101,0,0,0,11,17,1,11,67,11,0,0
132542_11.10 MMertz Time Sheet.xls,1,12,0,0,0,3,8,1,5,7,4,0,0
"132546_Daily_Online_Analysis Feb 28, 2011.xls",7,85,0,0,0,5,9,1,4,66,5,0,0
132547_Afghanistan SSSI Database.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
132548_Administrative Workbook - Afghan Database.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
132558_Copy of Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132570_wits_pk_energy_facil.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
132575_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132590_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132596_Daily_Online_Analysis Dec 20, 2010.xls",6,74,0,0,0,3,5,1,2,63,3,0,0
132597_Net Assessment - Azerbaijan.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
132598_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
1326_Subscription Report 12-06-06.xls,1,4,0,0,0,4,2,4,0,1,3,0,0
"132600_SSSI - November 11th, 2010.xls",1,0,0,0,0,0,0,0,0,0,0,0,0
132602_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132603_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132604_EDITED Navy-111214-1.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132659_Daily_Online_Analysis Nov 30, 2010.xls",19,109,0,0,0,14,17,6,8,64,13,0,0
"132661_Daily_Online_Analysis Dec 13, 2010.xls",19,118,0,0,0,16,21,6,10,65,15,0,0
"132662_Daily_Online_Analysis Dec 28, 2010.xls",6,91,0,0,0,10,15,6,4,63,10,0,0
132663_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132664_SSSI Nov. 9.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
132665_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132666_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132667_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132669_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132674_Afghanistan SSSI Database.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
132686_PR Report Q3.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132688_Daily_Online_Analysis Feb 16, 2011.xls",7,133,0,0,0,5,9,1,4,79,5,0,0
"132690_Daily_Online_Analysis Dec 3 - 5, 2010.xls",19,166,0,0,0,18,25,6,12,84,17,0,0
"132691_Daily_Online_Analysis Dec 17 - 19, 2010.xls",19,138,0,0,0,17,23,6,12,77,16,0,0
"132694_Daily_Online_Analysis Dec 15, 2010.xls",19,118,0,0,0,15,19,6,9,69,14,0,0
"132695_Daily_Online_Analysis Jan 25, 2011.xls",7,89,0,0,0,10,15,6,4,63,10,0,0
1327_Customer Service Report-Nov06.xls,10,2071,9,0,0,538,503,141,407,66,534,0,0
132705_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132706_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132707_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132716_PR Report - Q1 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132717_STRATFOR Time Sheet.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
132719_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132724_SSSI - November 3rd, 2010.xls",1,0,0,0,0,0,0,0,0,0,0,0,0
132725_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132726_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132727_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132736_Projects2Editedv2.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
"132740_Daily_Online_Analysis Jun 8, 2011.xls",7,94,0,0,0,6,11,2,4,70,6,0,0
132742_11.14 MMertz Time Sheet.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
132743_PR Report Q3.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132762_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132786_Daily_Online_Analysis Nov 24 - 28, 2010.xls",19,3014,0,0,0,21,30,6,15,499,20,0,0
"132787_Daily_Online_Analysis Dec 6, 2010.xls",19,3077,0,0,0,21,30,6,15,514,20,0,0
"132789_Daily_Online_Analysis Jan 26, 2011.xls",7,91,0,0,0,10,15,6,4,63,10,0,0
132792_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132793_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
"132794_Daily_Online_Analysis Dec 23 - 26, 2010.xls",6,132,0,0,0,11,17,6,6,75,11,0,0
132799_oz piece - text table.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
132816_1210timesheetmadolyn.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
132822_Administrative Workbook.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
132823_Afghanistan-SSSI-Database.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
132824_Madolyn Oct 25 filled out.xls,1,10,0,0,0,3,9,1,5,5,4,0,0
132834_111006 Greek Austerity.xlsx,2,12,0,0,0,7,6,3,4,3,10,0,0
132848_MMertz Time Sheet.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
132849_Madolyn Oct 25 filled out.xls,1,12,0,0,0,3,9,1,5,7,4,0,0
"132854_Daily_Online_Analysis Jan 17, 2011.xls",7,87,0,0,0,10,15,6,4,63,10,0,0
"132858_Daily_Online_Analysis Jan 27, 2011.xls",7,79,0,0,0,8,11,6,2,63,8,0,0
132873_110310-opec spare capacity-pz.xls,2,1,0,0,0,1,0,1,0,1,1,0,0
132878_Projects2Edited.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
"132882_Daily_Online_Analysis Jan 13, 2011.xls",7,79,0,0,0,8,11,6,2,63,8,0,0
"132886_Daily_Online_Analysis Jan 20, 2011.xls",7,79,0,0,0,8,11,6,2,63,8,0,0
"132890_Daily_Online_Analysis Feb 17, 2011.xls",7,82,0,0,0,4,7,1,3,67,4,0,0
132893_opscentersched.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
132894_11.10 MMertz Time Sheet.xls,1,12,0,0,0,3,8,1,5,7,4,0,0
"132898_HourlyReport Nov 30, 2010.xls",1,0,0,0,0,0,0,0,0,0,0,0,0
1329_GIA-CIS Metrics Nov06.xls,21,1711,0,0,0,302,286,528,230,9,750,0,0
"132900_Daily_Online_Analysis Dec 27, 2010.xls",6,89,0,0,0,10,15,6,4,63,10,0,0
132902_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132903_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132904_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132915_NCAA Bracket tourney.xls,1,16,0,0,0,2,0,1,1,15,2,0,0
132918_110415-global money supplies.xlsx,3,1194,0,0,0,4,7,0,4,529,4,0,0
132930_PR Report Q3.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132943_PR Report - Q2 2011.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
132968_11_22_bf_Time Sheet .xls,1,5,0,0,0,2,4,1,4,4,2,0,0
13297_Guri dam electricity data compilation.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
133004_PR Report Q2.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133005_Intel Tracking.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
"133008_SSSI - November 11th, 2010.xls",1,0,0,0,0,0,0,0,0,0,0,0,0
"133010_Daily_Online_Analysis Dec 21, 2010.xls",6,74,0,0,0,3,5,1,2,63,3,0,0
"133011_Daily_Online_Analysis Dec 1, 2010.xls",19,110,0,0,0,14,17,6,8,65,13,0,0
"133012_Daily_Online_Analysis Dec 14, 2010.xls",19,3134,0,0,0,21,30,6,15,523,20,0,0
"133013_Daily_Online_Analysis Dec 29, 2010.xls",6,79,0,0,0,8,11,6,2,63,8,0,0
"133014_Daily_Online_Analysis Feb 23, 2011.xls",7,77,0,0,0,3,5,1,2,66,3,0,0
"133015_SSSI - November 18th, 2010.xlsx",1,0,0,0,0,0,0,0,0,0,0,0,0
133016_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133017_Taliban Afghan Attack Database.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133025_PR Report Q3.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133027_Invoice.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133034_CV Locations 101027.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133036_Invoice_10_25_2010.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133055_EDITED CV Locations 101103-1.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133057_CV Locations 101103.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133070_Invoice_03_25_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133072_Invoice_04_10_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133076_Brazil exports composition - pg.xls,3,3,0,0,0,3,2,3,0,1,3,0,0
133087_Invoice_06_10_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133092_Invoice_11_10_2010.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133093_Invoice.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133096_EDITED Navy-111207.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133105_CV Locations 101020.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133107_12_10_bf_Time Sheet .xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133114_edited-Navy-110928.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133121_CV Locations 101117.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133124_CV Locations 101123.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133153_Invoice_07_10_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133154_Invoice_11_24_2010.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133161_CV Locations 101201.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133165_110418-data for oil piece graphic.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
133173_Projects2Editedv3.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
133184_Invoice_11_22_2011.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
133197_Invoice_02_10_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
1332_GIA-CIS Metrics Oct06.xls,29,2416,0,0,0,404,365,789,322,9,1059,0,0
133207_Invoice_04_25_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133219_Invoice_06_24_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133241_Saudi_family.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
133247_CV Locations 101027.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133248_CV Locations 101110.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133253_10.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133255_Invoice_12_08_2010.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133263_EDITED CV Locations 101110.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133268_Invoice_07_25_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
13327_listeng1.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133280_Invoice_09_25_2011.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
133296_Invoice_05_10_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
1333_GIA-CIS Metrics Sept06.xls,14,1088,0,0,0,191,159,347,136,9,447,0,0
133301_Multimedia Rep.xls,3,44,0,1,0,2,5,0,3,37,2,0,0
133308_Saudi_family.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
133309_CV Locations 101020.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133310_Dial- Time Sheet-110325.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133317_Multimedia Rep.xls,3,49,0,1,0,3,7,0,4,37,4,0,0
133326_caucasus - chart fc data.xlsx,2,12,0,0,0,2,3,2,2,6,2,0,0
133331_Dial- Time Sheet-110410.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133335_Invoice_10_10_2011.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
133361_Dial- Time Sheet-110610.xls,1,2,0,0,0,1,0,0,1,2,1,0,0
133363_Stratfor October Analysis Projects 091006.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
133364_Stratfor October Analysis Projects 091008.xls,5,0,0,0,0,0,0,0,0,0,0,0,0
133378_Stratfor October Analysis Projects 091027.xls,17,0,0,0,0,0,0,0,0,0,0,0,0
133379_UN_Peacekeeping-China_ROK_Japan_Mongolia.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
133381_CV Locations 11.4.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133386_Web Site Change Request Form 11 06.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133397_EDITED CV Locations 101123.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
1334_GIA-CIS Metrics Nov06.xls,26,2132,0,0,0,365,343,650,280,9,896,0,0
133400_Dial-Timesheet 110710.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133405_Business Card Request 12-14-2009.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133406_Invoice_08_10_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133411_Media Training.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
133420_Stratfor - January Roster 100105.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
"133437_100202-.CHINA - ECON - Sources and Uses of Funds, Monthly, 2006 to present.xls",15,7908,13,0,0,19,21,0,25,1344,13,0,0
133443_Invoice_10_25_2011.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
133444_Invoice_11_10_2011.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
1335_Subscription Report 10-03-06.xls,2,9,0,0,0,6,2,4,2,3,5,0,0
133508_Video products.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133513_CV Locations 100421.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133569_Multimedia Rep.xls,3,1,0,0,0,1,3,1,0,1,1,0,0
133574_Multimedia Rep.xls,3,1,0,0,0,1,3,1,0,1,1,0,0
133591_Multimedia Rep.xls,3,50,0,1,0,2,5,0,3,37,2,0,0
1336_Stratfor Suppresion File.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133622_Dial-Timesheet 111025.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133644_Multimedia Rep.xls,3,38,0,1,0,1,2,1,1,37,1,0,0
133645_Multimedia Rep.xls,3,39,0,1,0,1,2,0,2,37,1,0,0
133679_Invoice_12_10_2011.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
1337_Subscription Report 10-02-06.xls,2,8,0,0,0,6,2,5,1,3,5,0,0
133712_Dial- Time Sheet-110425.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133744_Stratfor October Analysis Projects 091012.xls,7,0,0,0,0,0,0,0,0,0,0,0,0
133745_Dial-Timesheet 111125.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133753_Multimedia Rep.xls,3,42,0,1,0,2,5,0,3,37,2,0,0
133756_Multimedia Rep.xls,3,43,0,1,0,2,5,0,3,37,2,0,0
133757_Dial- Time Sheet-110525.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133788_Multimedia Rep.xls,3,42,0,1,0,2,5,0,3,37,3,0,0
133828_Invoice_03_10_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133847_Invoice_12_24_2010.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
133871_Stratfor October Analysis Projects 091013.xls,8,0,0,0,0,0,0,0,0,0,0,0,0
133883_CV Locations 101117.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
1339_December PR reports.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
133937_Invoice_08_25_2011.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
133957_Stratfor October Analysis Projects 091005.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
13396_Europe - Housing - HPIs.xlsx,3,121,0,0,0,1,3,0,1,121,2,0,0
133961_Dial- Time Sheet-110310.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
13397_Europe - Housing - Mortgage credit growth.xlsx,5,3808,1,0,0,3,5,1,2,3780,5,0,1
1340_Subscription Report 11-01-06.xls,2,29,0,0,0,6,2,4,2,22,5,0,0
134004_Stratfor Time Sheet.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134017_Multimedia Rep.xls,3,1,0,0,0,1,3,1,0,1,1,0,0
13403_europe debt - .xlsx,1,9,0,0,0,1,0,0,1,9,1,0,0
134035_CV Locations 100512.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
13404_european banks.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
134049_Stratfor October Analysis Projects 091019.xls,11,0,0,0,0,0,0,0,0,0,0,0,0
134051_El Salvador Net Assessment.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
134052_papers.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
13406_US MBS - Foreign holdings 2010.xlsx,2,0,0,0,0,0,0,0,0,0,0,0,0
134060_Stratfor November Analysis 091104.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134061_Invoice_02_23_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134064_Dial-Timesheet 110810.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
13408_european banks.xlsx,9,0,0,0,0,0,0,0,0,0,0,0,0
134080_Multimedia Rep.xls,3,40,0,1,0,2,5,1,2,37,2,0,0
134088_Invoice_05_25_2011.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134089_PR Q4.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
134091_Multimedia Rep.xls,3,1,0,0,0,1,3,1,0,1,1,0,0
134124_MANPADS by Decade.xls,3,1,0,0,0,1,0,1,0,1,1,0,0
134126_Dial-Timesheet 111010.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134128_Dial-Timesheet 110825.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134152_Multimedia Rep.xls,3,37,0,1,0,0,0,0,1,37,0,0,0
"134153_Daily_Online_Analysis Nov 1, 2010.xls",19,113,0,0,0,16,21,6,10,60,15,0,0
134156_Multimedia Rep.xls,3,39,0,1,0,1,3,0,2,37,1,0,0
134159_Dial- Time Sheet-110210.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
134176_Invoice_09_10_2011.xls,1,7,0,0,0,3,9,1,5,4,4,0,0
134199_Copy of CV Locations 101201 -- EDITED.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134207_Dial-Timesheet 111110.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134258_Multimedia Rep.xls,3,39,0,1,0,1,3,0,2,37,1,0,0
134262_Multimedia Rep.xls,3,37,0,1,0,0,0,0,1,37,0,0,0
134264_PR Q4-1.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
13427_Time FARC hostages held.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
134280_Multimedia Rep.xls,3,44,0,1,0,1,3,0,2,37,1,0,0
134282_Dial- Time Sheet-110225.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134284_Multimedia Rep.xls,3,41,0,1,0,2,5,0,3,37,2,0,0
134309_Dial-Timesheet 111210.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134316_Multimedia Rep.xls,3,39,0,1,0,1,3,0,2,37,1,0,0
134318_Multimedia Rep.xls,3,39,0,1,0,1,3,0,2,37,1,0,0
134322_Dial-Timesheet 110725.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
13433_us.eu - private sector funding by type - 2011 q1.xlsx,1,0,0,0,0,0,0,0,0,0,0,0,0
134346_Dial-Timesheet 110910.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134348_CV Locations 100407.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134357_Television Q3.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
134363_Dial- Time Sheet-110510.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134365_CV Locations 100505.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
13437_Europe banks - Tier 1 ratios - 2010.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
134385_Dial- Time Sheet-110625.xls,1,2,0,0,0,1,0,0,1,2,1,0,0
134387_Multimedia Rep.xls,3,1,0,0,0,1,3,1,0,1,1,0,0
134389_Stratfor November Analysis 091113.xls,10,0,0,0,0,0,0,0,0,0,0,0,0
1344_GIA-CIS Metrics Oct06.xls,25,2077,0,0,0,348,313,666,282,9,903,0,0
134423_Multimedia Rep.xls,3,37,0,0,0,1,3,0,1,37,1,0,0
134435_Dial-Timesheet 110925.xls,1,5,0,0,0,2,4,1,4,4,2,0,0
134454_Multimedia Rep.xls,3,43,0,1,0,1,3,0,2,37,1,0,0
134457_Multimedia Rep.xls,3,39,0,1,0,1,3,0,2,37,1,0,0
134464_PR Q4 2011.xlsx,3,0,0,0,0,0,0,0,0,0,0,0,0
134468_Spanish Gas updated.xls,3,3,0,0,0,1,1,0,1,3,1,0,0
134470_Navy8.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134472_papers.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
134473_Navy_8_31_11.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134483_papers.xls,1,0,0,0,0,0,0,0,0,0,0,0,0
134490_Chinese Investments.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134494_Chinese Investments.xls,4,0,0,0,0,0,0,0,0,0,0,0,0
134497_JAPANESE ENERGY.xls,2,0,0,0,0,0,0,0,0,0,0,0,0
1345_Customer Service Daily report  October.xls,5,1015,4,0,0,245,233,41,209,64,243,0,0
134500_PG Ships.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
134527_Naval Update 070611.xls,3,0,0,0,0,0,0,0,0,0,0,0,0
